Gene name,GO term name
PTPN22,positive regulation of type I interferon production
PTPN22,negative regulation of T cell receptor signaling pathway
PTPN22,lipopolysaccharide-mediated signaling pathway
PTPN22,negative regulation of JUN kinase activity
PTPN22,peptidyl-tyrosine dephosphorylation
PTPN22,non-membrane spanning protein tyrosine phosphatase activity
PTPN22,regulation of innate immune response
PTPN22,regulation of natural killer cell proliferation
PTPN22,regulation of B cell receptor signaling pathway
PTPN22,protein tyrosine phosphatase activity
PTPRC,T cell receptor signaling pathway
PTPRC,protein binding
PTPRC,membrane
PTPRC,integral component of membrane
PTPRC,plasma membrane
PTPRC,hydrolase activity
PTPRC,focal adhesion
PTPRC,membrane raft
PTPRC,phosphoprotein phosphatase activity
PTPRC,protein dephosphorylation
PTPRC,phosphatase activity
PTPRC,dephosphorylation
PTPRC,defense response to virus
PTPRC,cell surface
PTPRC,regulation of cell cycle
PTPRC,integral component of plasma membrane
PTPRC,release of sequestered calcium ion into cytosol
PTPRC,extracellular exosome
PTPRC,protein kinase binding
PTPRC,positive regulation of T cell proliferation
PTPRC,negative regulation of cytokine-mediated signaling pathway
PTPRC,T cell differentiation
PTPRC,signaling receptor binding
PTPRC,positive regulation of tumor necrosis factor production
PTPRC,cell surface receptor signaling pathway
PTPRC,secretory granule membrane
PTPRC,B cell receptor signaling pathway
PTPRC,transmembrane receptor protein tyrosine phosphatase activity
PTPRC,negative regulation of protein kinase activity
PTPRC,negative regulation of cell adhesion involved in substrate-bound cell migration
PTPRC,positive regulation of peptidyl-tyrosine phosphorylation
PTPRC,positive regulation of protein kinase activity
PTPRC,positive regulation of ERK1 and ERK2 cascade
PTPRC,positive regulation of MAPK cascade
PTPRC,external side of plasma membrane
PTPRC,B cell proliferation
PTPRC,hematopoietic progenitor cell differentiation
PTPRC,negative regulation of microglial cell activation
PTPRC,positive regulation of interleukin-2 production
PTPRC,positive regulation of B cell proliferation
PTPRC,calcium-mediated signaling using intracellular calcium source
PTPRC,bone marrow development
PTPRC,regulation of gene expression
PTPRC,positive regulation of immunoglobulin production
PTPRC,ankyrin binding
PTPRC,spectrin binding
PTPRC,natural killer cell differentiation
PTPRC,negative regulation of T cell mediated cytotoxicity
PTPRC,B cell differentiation
PTPRC,cellular response to extracellular stimulus
PTPRC,regulation of interleukin-8 production
PTPRC,negative regulation of interleukin-2 production
PTPRC,T cell activation
PTPRC,cell cycle phase transition
PTPRC,plasma membrane raft distribution
PTPRC,regulation of receptor signaling pathway via JAK-STAT
PTPRC,stem cell development
PTPRC,regulation of phagocytosis
PTPRC,positive regulation of antigen receptor-mediated signaling pathway
PTPRC,regulation of protein tyrosine kinase activity
PTPRC,negative regulation of protein tyrosine kinase activity
PTPRC,negative regulation of ERK1 and ERK2 cascade
PTPRC,positive regulation of protein tyrosine phosphatase activity
PTPRC,DN2 thymocyte differentiation
PTPRC,positive regulation of Fc-gamma receptor signaling pathway involved in phagocytosis
PTPRC,positive regulation of hematopoietic stem cell migration
PTPRC,positive regulation of stem cell proliferation
PTPRC,cytoplasmic side of plasma membrane
PTPRC,bleb
PTPRC,membrane microdomain
PTPRC,
PTPRC,heparin binding
PTPRC,heparan sulfate proteoglycan binding
PTPRC,MAPK cascade
PTPRC,positive regulation of T cell mediated cytotoxicity
PTPRC,positive regulation of T cell mediated immunity
PTPRC,regulation of humoral immune response mediated by circulating immunoglobulin
PTPRC,positive regulation of humoral immune response mediated by circulating immunoglobulin
PTPRC,leukocyte cell-cell adhesion
PTPRC,response to gamma radiation
PTPRC,peptidyl-tyrosine phosphorylation
PTPRC,negative regulation of protein autophosphorylation
PTPRC,heterotypic cell-cell adhesion
PTPRC,T cell proliferation
PTPRC,gamma-delta T cell differentiation
PTPRC,positive regulation of MAP kinase activity
PTPRC,positive thymic T cell selection
PTPRC,negative thymic T cell selection
PTPRC,positive regulation of T cell differentiation
PTPRC,positive regulation of gamma-delta T cell differentiation
PTPRC,alpha-beta T cell proliferation
PTPRC,positive regulation of alpha-beta T cell proliferation
PTPRC,protein autophosphorylation
PTPRC,positive regulation of isotype switching to IgG isotypes
PTPRC,negative regulation of peptidyl-tyrosine phosphorylation
PTPRC,extrinsic apoptotic signaling pathway
PTPRC,regulation of extrinsic apoptotic signaling pathway
PTPRC,positive regulation of extrinsic apoptotic signaling pathway
PTPRC,cell periphery
PTPRC,ATP binding
PXK,protein kinase activity
PXK,protein phosphorylation
PXK,phosphatidylinositol binding
PXK,actin binding
PXK,cytosol
PXK,plasma membrane
PXK,centriolar satellite
PXK,
PXK,cytoplasm
PXK,membrane
PXK,inflammatory response
PXK,negative regulation of ATP-dependent activity
PXK,protein C-terminus binding
PXK,modulation of chemical synaptic transmission
PXK,negative regulation of ion transport
PXK,protein-containing complex
PXK,membrane
QRFPR,integral component of membrane
QRFPR,G protein-coupled receptor activity
QRFPR,signal transduction
QRFPR,G protein-coupled receptor signaling pathway
QRFPR,neuropeptide signaling pathway
QRFPR,neuropeptide Y receptor activity
QRFPR,plasma membrane
QRFPR,protein binding
QRFPR,integral component of plasma membrane
QRFPR,
QRFPR,GTP binding
RAB5B,GTPase activity
RAB5B,membrane
RAB5B,protein transport
RAB5B,intracellular membrane-bounded organelle
RAB5B,nucleotide binding
RAB5B,plasma membrane
RAB5B,endosome
RAB5B,hydrolase activity
RAB5B,G protein activity
RAB5B,protein binding
RAB5B,melanosome
RAB5B,early endosome membrane
RAB5B,intracellular protein transport
RAB5B,extracellular exosome
RAB5B,early endosome
RAB5B,GDP binding
RAB5B,secretory granule membrane
RAB5B,endocytosis
RAB5B,GTP-dependent protein binding
RAB5B,regulation of endocytosis
RAB5B,endocytic vesicle
RAB5B,antigen processing and presentation
RAB5B,plasma membrane to endosome transport
RAB5B,
RAB5B,endosome organization
RAB5B,anchored component of synaptic vesicle membrane
RAB5B,nucleus
RAD51B,ATP binding
RAD51B,DNA binding
RAD51B,DNA repair
RAD51B,ATP-dependent DNA damage sensor activity
RAD51B,double-strand break repair via homologous recombination
RAD51B,Rad51B-Rad51C-Rad51D-XRCC2 complex
RAD51B,DNA metabolic process
RAD51B,nucleotide binding
RAD51B,cellular response to DNA damage stimulus
RAD51B,protein binding
RAD51B,DNA recombination
RAD51B,nucleoplasm
RAD51B,double-stranded DNA binding
RAD51B,single-stranded DNA binding
RAD51B,four-way junction DNA binding
RAD51B,positive regulation of G2/M transition of mitotic cell cycle
RAD51B,"ATP-dependent activity, acting on DNA"
RAD51B,in utero embryonic development
RAD51B,blastocyst growth
RAD51B,reciprocal meiotic recombination
RAD51B,positive regulation of cell population proliferation
RAD51B,somite development
RAD51B,replication fork
RAD51B,membrane
RAD51B,integral component of membrane
RAD51B,
RAD51B,guanyl-nucleotide exchange factor activity
RASGRP1,calcium ion binding
RASGRP1,small GTPase mediated signal transduction
RASGRP1,cytoplasm
RASGRP1,membrane
RASGRP1,Golgi apparatus
RASGRP1,metal ion binding
RASGRP1,endoplasmic reticulum
RASGRP1,endoplasmic reticulum membrane
RASGRP1,cytosol
RASGRP1,plasma membrane
RASGRP1,zinc ion binding
RASGRP1,identical protein binding
RASGRP1,Golgi membrane
RASGRP1,cell differentiation
RASGRP1,response to stimulus
RASGRP1,positive regulation of protein phosphorylation
RASGRP1,regulation of catalytic activity
RASGRP1,positive regulation of GTPase activity
RASGRP1,phosphatidylcholine binding
RASGRP1,diacylglycerol binding
RASGRP1,positive regulation of tumor necrosis factor production
RASGRP1,positive regulation of ERK1 and ERK2 cascade
RASGRP1,B cell activation
RASGRP1,signal transduction
RASGRP1,positive regulation of interferon-gamma production
RASGRP1,natural killer cell activation
RASGRP1,T cell activation
RASGRP1,Ras protein signal transduction
RASGRP1,positive regulation of JNK cascade
RASGRP1,positive regulation of Ras protein signal transduction
RASGRP1,lipid binding
RASGRP1,T cell proliferation
RASGRP1,positive regulation of natural killer cell mediated cytotoxicity
RASGRP1,inflammatory response to antigenic stimulus
RASGRP1,regulation of phosphatidylinositol 3-kinase signaling
RASGRP1,secretory granule localization
RASGRP1,positive regulation of granulocyte macrophage colony-stimulating factor production
RASGRP1,positive regulation of natural killer cell activation
RASGRP1,positive regulation of natural killer cell differentiation
RASGRP1,positive regulation of T cell differentiation in thymus
RASGRP1,B cell proliferation
RASGRP1,mast cell degranulation
RASGRP1,positive regulation of MAP kinase activity
RASGRP1,vesicle transport along microtubule
RASGRP1,regulation of ERK1 and ERK2 cascade
RASGRP1,activation of GTPase activity
RASGRP1,
RASGRP1,
RBFOX1,RNA binding
RBFOX1,nucleus
RBFOX1,nucleic acid binding
RBFOX1,mRNA processing
RBFOX1,RNA splicing
RBFOX1,cytoplasm
RBFOX1,protein binding
RBFOX1,trans-Golgi network
RBFOX1,regulation of RNA splicing
RBFOX1,mRNA binding
RBFOX1,nervous system development
RBFOX1,"regulation of alternative mRNA splicing, via spliceosome"
RBFOX1,protein C-terminus binding
RBFOX1,RNA transport
RBFOX1,mRNA 3'-UTR binding
RBFOX1,neuromuscular process controlling balance
RBFOX1,regulation of skeletal muscle cell differentiation
RBFOX1,cytoplasmic stress granule
RBFOX1,nuclear stress granule
RBFOX1,RNA binding
RBM17,nucleic acid binding
RBM17,nucleus
RBM17,spliceosomal complex
RBM17,mRNA processing
RBM17,RNA splicing
RBM17,nucleoplasm
RBM17,"mRNA cis splicing, via spliceosome"
RBM17,protein binding
RBM17,"mRNA splicing, via spliceosome"
RBM17,"alternative mRNA splicing, via spliceosome"
RBM17,protein-containing complex
RBM17,
RBM17,protein binding
RGMA,cellular anatomical entity
RGMA,membrane
RGMA,plasma membrane
RGMA,coreceptor activity
RGMA,anchored component of membrane
RGMA,BMP signaling pathway
RGMA,regulation of neuron projection development
RGMA,negative regulation of axon regeneration
RGMA,endoplasmic reticulum
RGMA,positive regulation of transcription by RNA polymerase II
RGMA,transferrin receptor binding
RGMA,signaling receptor binding
RGMA,neural tube closure
RGMA,membrane protein ectodomain proteolysis
RGMA,negative regulation of neuron projection development
RGMA,regulation of BMP signaling pathway
RGMA,neuron projection development
RGMA,positive regulation of GTPase activity
RGMA,positive regulation of membrane protein ectodomain proteolysis
RGMA,negative regulation of receptor binding
RGMA,cell surface
RGMA,
RGMA,cytoplasm
RGS1,membrane
RGS1,signal transduction
RGS1,G protein-coupled receptor signaling pathway
RGS1,plasma membrane
RGS1,cytosol
RGS1,GTPase activator activity
RGS1,negative regulation of signal transduction
RGS1,regulation of G protein-coupled receptor signaling pathway
RGS1,positive regulation of GTPase activity
RGS1,extrinsic component of cytoplasmic side of plasma membrane
RGS1,immune response
RGS1,GTPase activity
RGS1,calmodulin binding
RGS1,G-protein alpha-subunit binding
RGS1,adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway
RGS1,response to bacterium
RGS1,leukotriene signaling pathway
RGS1,
RGS1,
RMI2,nucleus
RMI2,nuclear speck
RMI2,cytosol
RMI2,DNA binding
RMI2,protein binding
RMI2,DNA replication
RMI2,nucleoplasm
RMI2,DNA repair
RMI2,double-strand break repair via homologous recombination
RMI2,resolution of recombination intermediates
RMI2,RecQ family helicase-topoisomerase III complex
RMI2,negative regulation of double-strand break repair via homologous recombination
RMI2,regulation of sister chromatid segregation
RMI2,maintenance of rDNA
RMI2,RNA binding
RNASET2,ribonuclease T2 activity
RNASET2,RNA phosphodiester bond hydrolysis
RNASET2,"RNA phosphodiester bond hydrolysis, endonucleolytic"
RNASET2,endoplasmic reticulum
RNASET2,mitochondrion
RNASET2,lyase activity
RNASET2,hydrolase activity
RNASET2,extracellular region
RNASET2,extracellular space
RNASET2,endoplasmic reticulum lumen
RNASET2,nucleic acid phosphodiester bond hydrolysis
RNASET2,lysosome
RNASET2,immune system process
RNASET2,innate immune response
RNASET2,mitochondrial intermembrane space
RNASET2,endonuclease activity
RNASET2,RNA catabolic process
RNASET2,nuclease activity
RNASET2,RNA metabolic process
RNASET2,lysosomal lumen
RNASET2,extracellular exosome
RNASET2,endoribonuclease activity
RNASET2,azurophil granule lumen
RNASET2,ribonuclease activity
RNASET2,
RNASET2,oxidoreductase activity
RNLS,extracellular region
RNLS,protein binding
RNLS,"oxidoreductase activity, acting on NAD(P)H"
RNLS,negative regulation of blood pressure
RNLS,monoamine oxidase activity
RNLS,epinephrine binding
RNLS,NADH binding
RNLS,negative regulation of heart rate
RNLS,response to ischemia
RNLS,response to catecholamine
RNLS,response to epinephrine
RNLS,response to salt
RNLS,extracellular space
RNLS,
RNLS,nucleus
RPAP2,cytoplasm
RPAP2,metal ion binding
RPAP2,nucleolus
RPAP2,cytosol
RPAP2,hydrolase activity
RPAP2,protein serine/threonine phosphatase activity
RPAP2,phosphoprotein phosphatase activity
RPAP2,myosin phosphatase activity
RPAP2,protein binding
RPAP2,RNA polymerase II CTD heptapeptide repeat phosphatase activity
RPAP2,dephosphorylation of RNA polymerase II C-terminal domain
RPAP2,"RNA polymerase II, holoenzyme"
RPAP2,nucleoplasm
RPAP2,snRNA transcription
RPAP2,RNA polymerase core enzyme binding
RPAP2,
RPAP2,RNA processing
RPP21,RNA phosphodiester bond hydrolysis
RPP21,"RNA phosphodiester bond hydrolysis, endonucleolytic"
RPP21,nucleus
RPP21,RNA binding
RPP21,metal ion binding
RPP21,tRNA processing
RPP21,ribonucleoprotein complex
RPP21,nucleolus
RPP21,protein binding
RPP21,ncRNA processing
RPP21,endoribonuclease complex
RPP21,nucleoplasm
RPP21,ribonuclease P activity
RPP21,ribonuclease P RNA binding
RPP21,tRNA 5'-leader removal
RPP21,multimeric ribonuclease P complex
RPP21,response to xenobiotic stimulus
RPP21,nucleolar ribonuclease P complex
RPP21,
RPP21,zinc ion binding
RPP21,cytosol
RPP21,structural constituent of ribosome
RPS26,translation
RPS26,ribosome
RPS26,RNA binding
RPS26,cytoplasm
RPS26,membrane
RPS26,endoplasmic reticulum
RPS26,cytoplasmic translation
RPS26,ribonucleoprotein complex
RPS26,rough endoplasmic reticulum
RPS26,cytosol
RPS26,protein binding
RPS26,cytosolic small ribosomal subunit
RPS26,mRNA binding
RPS26,nucleoplasm
RPS26,cadherin binding
RPS26,extracellular exosome
RPS26,cytoplasmic side of rough endoplasmic reticulum membrane
RPS26,negative regulation of RNA splicing
RPS26,small ribosomal subunit
RPS26,polysomal ribosome
RPS26,
RPS26,ATP binding
RPS6KA4,protein kinase activity
RPS6KA4,protein phosphorylation
RPS6KA4,protein serine/threonine kinase activity
RPS6KA4,nucleotide binding
RPS6KA4,kinase activity
RPS6KA4,transferase activity
RPS6KA4,phosphorylation
RPS6KA4,nucleoplasm
RPS6KA4,cytosol
RPS6KA4,magnesium ion binding
RPS6KA4,intracellular signal transduction
RPS6KA4,protein serine kinase activity
RPS6KA4,nucleus
RPS6KA4,metal ion binding
RPS6KA4,"regulation of transcription, DNA-templated"
RPS6KA4,protein binding
RPS6KA4,inflammatory response
RPS6KA4,cytoplasm
RPS6KA4,peptidyl-serine phosphorylation
RPS6KA4,positive regulation of transcription by RNA polymerase II
RPS6KA4,positive regulation of NF-kappaB transcription factor activity
RPS6KA4,interleukin-1-mediated signaling pathway
RPS6KA4,post-translational protein modification
RPS6KA4,negative regulation of cytokine production
RPS6KA4,histone kinase activity (H3-S10 specific)
RPS6KA4,histone kinase activity (H3-S28 specific)
RPS6KA4,positive regulation of CREB transcription factor activity
RPS6KA4,ribosomal protein S6 kinase activity
RPS6KA4,
RPS6KA4,nucleus
RSBN1,metal ion binding
RSBN1,oxidoreductase activity
RSBN1,chromatin organization
RSBN1,dioxygenase activity
RSBN1,histone H4-methyl-lysine-20 demethylase activity
RSBN1,
RSBN1,DNA binding
RUNX3,"regulation of transcription, DNA-templated"
RUNX3,DNA-binding transcription factor activity
RUNX3,nucleus
RUNX3,cytoplasm
RUNX3,intracellular membrane-bounded organelle
RUNX3,ATP binding
RUNX3,nucleoplasm
RUNX3,nucleolus
RUNX3,cytosol
RUNX3,protein binding
RUNX3,"positive regulation of transcription, DNA-templated"
RUNX3,protein phosphorylation
RUNX3,regulation of transcription by RNA polymerase II
RUNX3,"DNA-binding transcription factor activity, RNA polymerase II-specific"
RUNX3,RNA polymerase II cis-regulatory region sequence-specific DNA binding
RUNX3,negative regulation of cell cycle
RUNX3,chromatin
RUNX3,sequence-specific double-stranded DNA binding
RUNX3,neuron differentiation
RUNX3,regulation of cell differentiation
RUNX3,negative regulation of transcription by RNA polymerase II
RUNX3,hemopoiesis
RUNX3,RNA polymerase II transcription regulatory region sequence-specific DNA binding
RUNX3,negative regulation of epithelial cell proliferation
RUNX3,transcription corepressor binding
RUNX3,ossification
RUNX3,"negative regulation of CD4-positive, alpha-beta T cell differentiation"
RUNX3,chondrocyte differentiation
RUNX3,peripheral nervous system neuron development
RUNX3,"positive regulation of CD8-positive, alpha-beta T cell differentiation"
RUNX3,core-binding factor complex
RUNX3,response to transforming growth factor beta
RUNX3,
RUNX3,ATP binding
SBK1,protein kinase activity
SBK1,protein phosphorylation
SBK1,cytoplasm
SBK1,nucleotide binding
SBK1,protein serine/threonine kinase activity
SBK1,kinase activity
SBK1,transferase activity
SBK1,phosphorylation
SBK1,protein serine kinase activity
SBK1,peptidyl-serine phosphorylation
SBK1,peptidyl-threonine phosphorylation
SBK1,brain development
SBK1,GTP binding
SEPTIN2,nucleus
SEPTIN2,cytoplasm
SEPTIN2,membrane
SEPTIN2,nucleotide binding
SEPTIN2,nucleoplasm
SEPTIN2,plasma membrane
SEPTIN2,cilium
SEPTIN2,motile cilium
SEPTIN2,cell projection
SEPTIN2,intercellular bridge
SEPTIN2,cytoskeleton
SEPTIN2,cell division
SEPTIN2,chromosome
SEPTIN2,cell differentiation
SEPTIN2,actin cytoskeleton
SEPTIN2,protein binding
SEPTIN2,cell cycle
SEPTIN2,cell cortex
SEPTIN2,"chromosome, centromeric region"
SEPTIN2,kinetochore
SEPTIN2,midbody
SEPTIN2,ciliary membrane
SEPTIN2,spindle
SEPTIN2,spermatogenesis
SEPTIN2,cleavage furrow
SEPTIN2,cilium assembly
SEPTIN2,smoothened signaling pathway
SEPTIN2,cadherin binding
SEPTIN2,extracellular exosome
SEPTIN2,GTPase activity
SEPTIN2,non-motile cilium
SEPTIN2,molecular adaptor activity
SEPTIN2,protein localization
SEPTIN2,cytoskeleton-dependent cytokinesis
SEPTIN2,septin ring
SEPTIN2,microtubule cytoskeleton
SEPTIN2,cell division site
SEPTIN2,septin complex
SEPTIN2,axoneme
SEPTIN2,synaptic vesicle
SEPTIN2,regulation of exocytosis
SEPTIN2,sperm annulus
SEPTIN2,photoreceptor connecting cilium
SEPTIN2,
SEPTIN2,
SFTA2,Golgi apparatus
SFTA2,cytoplasmic vesicle
SFTA2,extracellular region
SFTA2,transport vesicle
SFTA2,signal transduction
SH2B3,signaling adaptor activity
SH2B3,protein binding
SH2B3,plasma membrane
SH2B3,cytosol
SH2B3,hemopoiesis
SH2B3,intracellular signal transduction
SH2B3,transmembrane receptor protein tyrosine kinase adaptor activity
SH2B3,signaling receptor complex adaptor activity
SH2B3,negative regulation of cell population proliferation
SH2B3,neutrophil homeostasis
SH2B3,negative regulation of platelet aggregation
SH2B3,embryonic hemopoiesis
SH2B3,megakaryocyte development
SH2B3,thrombopoietin-mediated signaling pathway
SH2B3,protein tyrosine kinase binding
SH2B3,negative regulation of protein kinase B signaling
SH2B3,transmembrane receptor protein tyrosine kinase signaling pathway
SH2B3,cellular response to chemokine
SH2B3,stem cell factor receptor binding
SH2B3,monocyte homeostasis
SH2B3,cellular response to interleukin-3
SH2B3,negative regulation of tyrosine phosphorylation of STAT protein
SH2B3,negative regulation of MAP kinase activity
SH2B3,negative regulation of receptor signaling pathway via JAK-STAT
SH2B3,erythrocyte development
SH2B3,hematopoietic stem cell differentiation
SH2B3,negative regulation of response to cytokine stimulus
SH2B3,negative regulation of chemokine-mediated signaling pathway
SH2B3,negative regulation of Kit signaling pathway
SH2B3,
SIRPG,membrane
SIRPG,integral component of membrane
SIRPG,cell adhesion
SIRPG,protein binding
SIRPG,positive regulation of cell population proliferation
SIRPG,plasma membrane
SIRPG,positive regulation of T cell activation
SIRPG,cell-cell signaling
SIRPG,positive regulation of phagocytosis
SIRPG,intracellular signal transduction
SIRPG,negative regulation of cell population proliferation
SIRPG,positive regulation of cell-cell adhesion
SIRPG,
SIRPG-AS1,protein binding
SKAP2,cytoplasm
SKAP2,nucleoplasm
SKAP2,cytosol
SKAP2,plasma membrane
SKAP2,B cell activation
SKAP2,signal transduction
SKAP2,negative regulation of cell population proliferation
SKAP2,
SKAP2,membrane
SLC15A3,transmembrane transporter activity
SLC15A3,transmembrane transport
SLC15A3,integral component of membrane
SLC15A3,intracellular membrane-bounded organelle
SLC15A3,symporter activity
SLC15A3,protein binding
SLC15A3,protein transport
SLC15A3,lysosomal membrane
SLC15A3,endosome
SLC15A3,endosome membrane
SLC15A3,lysosome
SLC15A3,proton transmembrane transport
SLC15A3,immune system process
SLC15A3,innate immune response
SLC15A3,peptide transport
SLC15A3,ion transport
SLC15A3,positive regulation of nucleotide-binding oligomerization domain containing 2 signaling pathway
SLC15A3,peptide:proton symporter activity
SLC15A3,dipeptide transmembrane transporter activity
SLC15A3,dipeptide import across plasma membrane
SLC15A3,peptidoglycan transport
SLC15A3,peptidoglycan transmembrane transporter activity
SLC15A3,
SLC15A3,integral component of membrane
SLC1A2,symporter activity
SLC1A2,membrane
SLC1A2,metal ion binding
SLC1A2,plasma membrane
SLC1A2,organic anion transmembrane transporter activity
SLC1A2,L-amino acid transmembrane transporter activity
SLC1A2,protein binding
SLC1A2,cell surface
SLC1A2,integral component of plasma membrane
SLC1A2,amino acid transport
SLC1A2,cell body
SLC1A2,L-glutamate transmembrane transporter activity
SLC1A2,high-affinity glutamate transmembrane transporter activity
SLC1A2,neutral amino acid transmembrane transporter activity
SLC1A2,glutamate:sodium symporter activity
SLC1A2,ion transport
SLC1A2,neurotransmitter transport
SLC1A2,neutral amino acid transport
SLC1A2,L-glutamate transmembrane transport
SLC1A2,chemical synaptic transmission
SLC1A2,transport across blood-brain barrier
SLC1A2,membrane raft
SLC1A2,transepithelial transport
SLC1A2,protein homotrimerization
SLC1A2,astrocyte projection
SLC1A2,D-aspartate import across plasma membrane
SLC1A2,L-glutamate import across plasma membrane
SLC1A2,L-aspartate import across plasma membrane
SLC1A2,membrane protein complex
SLC1A2,anion transmembrane transporter activity
SLC1A2,cysteine transmembrane transporter activity
SLC1A2,glutathione biosynthetic process
SLC1A2,nervous system development
SLC1A2,visual behavior
SLC1A2,response to xenobiotic stimulus
SLC1A2,response to light stimulus
SLC1A2,response to wounding
SLC1A2,multicellular organism aging
SLC1A2,telencephalon development
SLC1A2,adult behavior
SLC1A2,cellular response to extracellular stimulus
SLC1A2,multicellular organism growth
SLC1A2,response to amino acid
SLC1A2,positive regulation of glucose import
SLC1A2,L-aspartate transmembrane transport
SLC1A2,cellular response to cocaine
SLC1A2,anion transmembrane transport
SLC1A2,neurotransmitter reuptake
SLC1A2,cysteine transmembrane transport
SLC1A2,integral component of presynaptic membrane
SLC1A2,axon
SLC1A2,axolemma
SLC1A2,vesicle
SLC1A2,neuron projection terminus
SLC1A2,synapse
SLC1A2,glutamatergic synapse
SLC1A2,L-amino acid transport
SLC1A2,transmembrane transport
SLC1A2,organic anion transport
SLC1A2,L-alpha-amino acid transmembrane transport
SLC1A2,
SLC1A2,
SLC25A28,membrane
SLC25A28,integral component of membrane
SLC25A28,ion transport
SLC25A28,mitochondrion
SLC25A28,mitochondrial inner membrane
SLC25A28,iron ion homeostasis
SLC25A28,mitochondrial membrane
SLC25A28,ferrous iron transmembrane transporter activity
SLC25A28,iron import into the mitochondrion
SLC25A28,
SLC4A10,integral component of membrane
SLC4A10,anion transport
SLC4A10,anion transmembrane transporter activity
SLC4A10,membrane
SLC4A10,plasma membrane
SLC4A10,ion transport
SLC4A10,cell projection
SLC4A10,apical plasma membrane
SLC4A10,symporter activity
SLC4A10,dendrite
SLC4A10,antiporter activity
SLC4A10,sodium ion transport
SLC4A10,sodium ion transmembrane transport
SLC4A10,synapse
SLC4A10,perikaryon
SLC4A10,basolateral plasma membrane
SLC4A10,axon
SLC4A10,chloride transport
SLC4A10,visual perception
SLC4A10,anion transmembrane transport
SLC4A10,presynapse
SLC4A10,inorganic anion exchanger activity
SLC4A10,transmembrane transport
SLC4A10,transmembrane transporter activity
SLC4A10,regulation of short-term neuronal synaptic plasticity
SLC4A10,postsynapse
SLC4A10,neuronal cell body
SLC4A10,somatodendritic compartment
SLC4A10,regulation of intracellular pH
SLC4A10,bicarbonate transport
SLC4A10,ion homeostasis
SLC4A10,axon terminus
SLC4A10,sodium:bicarbonate symporter activity
SLC4A10,inorganic anion transport
SLC4A10,regulation of pH
SLC4A10,response to light stimulus
SLC4A10,post-embryonic development
SLC4A10,pyramidal neuron development
SLC4A10,regulation of cellular pH
SLC4A10,multicellular organism growth
SLC4A10,locomotory exploration behavior
SLC4A10,brain morphogenesis
SLC4A10,proton transmembrane transport
SLC4A10,apical dendrite
SLC4A10,basal dendrite
SLC4A10,CA3 pyramidal cell dendrite
SLC4A10,transmembrane transport
SLC9A4,integral component of membrane
SLC9A4,cation transport
SLC9A4,solute:proton antiporter activity
SLC9A4,membrane
SLC9A4,cytoplasmic vesicle
SLC9A4,plasma membrane
SLC9A4,ion transport
SLC9A4,apical plasma membrane
SLC9A4,antiporter activity
SLC9A4,sodium:proton antiporter activity
SLC9A4,sodium ion transport
SLC9A4,regulation of pH
SLC9A4,proton transmembrane transport
SLC9A4,basolateral plasma membrane
SLC9A4,potassium ion transmembrane transport
SLC9A4,regulation of intracellular pH
SLC9A4,potassium:proton antiporter activity
SLC9A4,sodium ion import across plasma membrane
SLC9A4,gastric acid secretion
SLC9A4,glandular epithelial cell development
SLC9A4,response to salt stress
SLC9A4,potassium ion homeostasis
SLC9A4,vacuolar membrane
SLC9A4,
SLC9A4,"regulation of transcription, DNA-templated"
SMAD3,transcription regulator complex
SMAD3,transforming growth factor beta receptor signaling pathway
SMAD3,nucleus
SMAD3,protein binding
SMAD3,cytoplasm
SMAD3,positive regulation of gene expression
SMAD3,metal ion binding
SMAD3,nucleoplasm
SMAD3,cytosol
SMAD3,DNA binding
SMAD3,zinc ion binding
SMAD3,DNA-binding transcription factor activity
SMAD3,nuclear inner membrane
SMAD3,RNA polymerase II transcription regulatory region sequence-specific DNA binding
SMAD3,"DNA-binding transcription activator activity, RNA polymerase II-specific"
SMAD3,chromatin binding
SMAD3,double-stranded DNA binding
SMAD3,collagen binding
SMAD3,beta-catenin binding
SMAD3,enzyme binding
SMAD3,chromatin DNA binding
SMAD3,identical protein binding
SMAD3,sequence-specific DNA binding
SMAD3,SMAD binding
SMAD3,RNA polymerase II-specific DNA-binding transcription factor binding
SMAD3,promoter-specific chromatin binding
SMAD3,negative regulation of transcription by RNA polymerase II
SMAD3,MAPK cascade
SMAD3,skeletal system development
SMAD3,osteoblast differentiation
SMAD3,ureteric bud development
SMAD3,in utero embryonic development
SMAD3,mesoderm formation
SMAD3,somitogenesis
SMAD3,liver development
SMAD3,heart looping
SMAD3,osteoblast development
SMAD3,immune system development
SMAD3,SMAD protein complex assembly
SMAD3,JNK cascade
SMAD3,gastrulation
SMAD3,endoderm development
SMAD3,negative regulation of cell population proliferation
SMAD3,embryonic pattern specification
SMAD3,positive regulation of alkaline phosphatase activity
SMAD3,regulation of striated muscle tissue development
SMAD3,regulation of transforming growth factor beta receptor signaling pathway
SMAD3,signal transduction involved in regulation of gene expression
SMAD3,adrenal gland development
SMAD3,positive regulation of cell migration
SMAD3,positive regulation of bone mineralization
SMAD3,thyroid gland development
SMAD3,positive regulation of chondrocyte differentiation
SMAD3,positive regulation of interleukin-1 beta production
SMAD3,positive regulation of transforming growth factor beta3 production
SMAD3,negative regulation of osteoblast proliferation
SMAD3,T cell activation
