Gene name	GO domain	GO term name	GO term definition	GO term accession 
TNF	biological_process	astrocyte activation	A change in morphology and behavior of an astrocyte resulting from exposure to a cytokine, chemokine, cellular ligand, or soluble factor.	GO:0048143
TNF	biological_process	embryonic digestive tract development	The process whose specific outcome is the progression of the gut over time, from its formation to the mature structure during embryonic development. The gut is the region of the digestive tract extending from the beginning of the intestines to the anus.	GO:0048566
TNF	biological_process	positive regulation of smooth muscle cell proliferation	Any process that activates or increases the rate or extent of smooth muscle cell proliferation.	GO:0048661
TNF	biological_process	regulation of protein secretion	Any process that modulates the frequency, rate or extent of the controlled release of a protein from a cell.	GO:0050708
TNF	biological_process	regulation of inflammatory response	Any process that modulates the frequency, rate or extent of the inflammatory response, the immediate defensive reaction (by vertebrate tissue) to infection or injury caused by chemical or physical agents.	GO:0050727
TNF	biological_process	positive regulation of inflammatory response	Any process that activates or increases the frequency, rate or extent of the inflammatory response.	GO:0050729
TNF	biological_process	positive regulation of phagocytosis	Any process that activates or increases the frequency, rate or extent of phagocytosis.	GO:0050766
TNF	biological_process	negative regulation of neurogenesis	Any process that stops, prevents, or reduces the frequency, rate or extent of neurogenesis, the generation of cells within the nervous system.	GO:0050768
TNF	biological_process	regulation of developmental process	Any process that modulates the frequency, rate or extent of development, the biological process whose specific outcome is the progression of a multicellular organism over time from an initial condition (e.g. a zygote, or a young adult) to a later condition (e.g. a multicellular animal or an aged adult).	GO:0050793
TNF	biological_process	regulation of insulin secretion	Any process that modulates the frequency, rate or extent of the regulated release of insulin.	GO:0050796
TNF	biological_process	positive regulation of synaptic transmission	Any process that activates or increases the frequency, rate or extent of synaptic transmission, the process of communication from a neuron to a target (neuron, muscle, or secretory cell) across a synapse.	GO:0050806
TNF	biological_process	regulation of synapse organization	Any process that modulates the physical form of a synapse, the junction between a neuron and a target (neuron, muscle, or secretory cell).	GO:0050807
TNF	biological_process	defense response to Gram-positive bacterium	Reactions triggered in response to the presence of a Gram-positive bacterium that act to protect the cell or organism.	GO:0050830
TNF	biological_process	cognition	The operation of the mind by which an organism becomes aware of objects of thought or perception; it includes the mental activities associated with thinking, learning, and memory.	GO:0050890
TNF	biological_process	leukocyte migration	The movement of a leukocyte within or between different tissues and organs of the body.	GO:0050900
TNF	biological_process	leukocyte tethering or rolling	Transient adhesive interactions between leukocytes and endothelial cells lining blood vessels. Carbohydrates on circulating leukocytes bind selectins on the vessel wall causing the leukocytes to slow down and roll along the inner surface of the vessel wall. During this rolling motion, transitory bonds are formed and broken between selectins and their ligands. Typically the first step in cellular extravasation (the movement of leukocytes out of the circulatory system, towards the site of tissue damage or infection).	GO:0050901
TNF	biological_process	detection of mechanical stimulus involved in sensory perception of pain	The series of events involved in the perception of pain in which a mechanical stimulus is received and converted into a molecular signal.	GO:0050966
TNF	biological_process	negative regulation of lipid catabolic process	Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways resulting in the breakdown of lipids.	GO:0050995
TNF	biological_process	positive regulation of nitric-oxide synthase activity	Any process that activates or increases the activity of the enzyme nitric-oxide synthase.	GO:0051000
TNF	biological_process	positive regulation of membrane protein ectodomain proteolysis	Any process that activates or increases the frequency, rate or extent of membrane protein ectodomain peptidolysis.	GO:0051044
TNF	biological_process	regulation of secretion	Any process that modulates the frequency, rate or extent of the controlled release of a substance from a cell or a tissue.	GO:0051046
TNF	biological_process	positive regulation of DNA-binding transcription factor activity	Any process that activates or increases the frequency, rate or extent of activity of a transcription factor, any factor involved in the initiation or regulation of transcription.	GO:0051091
TNF	biological_process	positive regulation of NF-kappaB transcription factor activity	Any process that activates or increases the frequency, rate or extent of activity of the transcription factor NF-kappaB.	GO:0051092
TNF	biological_process	positive regulation of nitrogen compound metabolic process	Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways involving nitrogen or nitrogenous compounds.	GO:0051173
TNF	biological_process	positive regulation of protein transport	Any process that activates or increases the frequency, rate or extent of the directed movement of a protein into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore.	GO:0051222
TNF	biological_process	regulation of multicellular organismal process	Any process that modulates the frequency, rate or extent of a multicellular organismal process, the processes pertinent to the function of a multicellular organism above the cellular level; includes the integrated processes of tissues and organs.	GO:0051239
TNF	biological_process	response to glucocorticoid	Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a glucocorticoid stimulus. Glucocorticoids are hormonal C21 corticosteroids synthesized from cholesterol with the ability to bind with the cortisol receptor and trigger similar effects. Glucocorticoids act primarily on carbohydrate and protein metabolism, and have anti-inflammatory effects.	GO:0051384
TNF	biological_process	positive regulation of hair follicle development	Any process that activates or increases the frequency, rate or extent of hair follicle development.	GO:0051798
TNF	biological_process	positive regulation of protein kinase B signaling	Any process that activates or increases the frequency, rate or extent of protein kinase B signaling, a series of reactions mediated by the intracellular serine/threonine kinase protein kinase B.	GO:0051897
TNF	biological_process	regulation of synaptic transmission, glutamatergic	Any process that modulates the frequency, rate or extent of glutamatergic synaptic transmission, the process of communication from a neuron to another neuron across a synapse using the neurotransmitter glutamate.	GO:0051966
TNF	cellular_component	recycling endosome	An organelle consisting of a network of tubules that functions in targeting molecules, such as receptors transporters and lipids, to the plasma membrane.	GO:0055037
TNF	biological_process	positive regulation of glial cell proliferation	Any process that activates or increases the rate or extent of glial cell proliferation.	GO:0060252
TNF	biological_process	positive regulation of vitamin D biosynthetic process	Any process that increases the rate, frequency or extent of a vitamin D biosynthetic process. Vitamin D biosynthesis is the chemical reactions and pathways resulting in the formation of vitamin D, any of a group of related, fat-soluble compounds that are derived from delta-5,7 steroids and play a central role in calcium metabolism. Specific forms of vitamin D include calciferol (ergocalciferol; vitamin D2) and cholecalciferol (calciol; vitamin D3).	GO:0060557
TNF	biological_process	positive regulation of calcidiol 1-monooxygenase activity	Any process that increases the rate, frequency or extent of calcidiol 1-monooxygenase activity. Calcidiol 1-monooxygenase activity is the catalysis of the reaction: calcidiol + NADPH + H+ + O2 = calcitriol + NADP+ + H2O.	GO:0060559
TNF	biological_process	epithelial cell proliferation involved in salivary gland morphogenesis	The multiplication or reproduction of epithelial cells of the submandibular salivary gland, resulting in the expansion of a cell population and the shaping of the gland.	GO:0060664
TNF	biological_process	regulation of branching involved in salivary gland morphogenesis	Any process that modulates the rate, frequency, or extent of branching morphogenesis in the salivary gland epithelium.	GO:0060693
TNF	biological_process	negative regulation of vascular wound healing	Any process that decreases the rate, frequency, or extent of blood vessel formation when new vessels emerge from the proliferation of pre-existing blood vessels and contribute to the series of events that restore integrity to damaged vasculature.	GO:0061044
TNF	biological_process	negative regulation of branching involved in lung morphogenesis	Any process that decreases the rate, frequency, or extent of the process in which a highly ordered sequence of patterning events generates the branched structures of the lung, consisting of reiterated combinations of bud outgrowth, elongation, and dichotomous subdivision of terminal units.	GO:0061048
TNF	biological_process	regulation of biological quality	Any process that modulates a qualitative or quantitative trait of a biological quality. A biological quality is a measurable attribute of an organism or part of an organism, such as size, mass, shape, color, etc.	GO:0065008
TNF	biological_process	positive regulation of ERK1 and ERK2 cascade	Any process that activates or increases the frequency, rate or extent of signal transduction mediated by the ERK1 and ERK2 cascade.	GO:0070374
TNF	biological_process	positive regulation of calcineurin-NFAT signaling cascade	Any process that activates or increases the frequency, rate or extent of signaling via the calcineurin-NFAT signaling cascade.	GO:0070886
TNF	biological_process	cellular response to molecule of bacterial origin	Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus by molecules of bacterial origin such as peptides derived from bacterial flagellin.	GO:0071219
TNF	biological_process	cellular response to lipopolysaccharide	Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a lipopolysaccharide stimulus; lipopolysaccharide is a major component of the cell wall of gram-negative bacteria.	GO:0071222
TNF	biological_process	cellular response to amino acid stimulus	Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an amino acid stimulus. An amino acid is a carboxylic acids containing one or more amino groups.	GO:0071230
TNF	biological_process	cellular response to retinoic acid	Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a retinoic acid stimulus.	GO:0071300
TNF	biological_process	cellular response to nicotine	Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a nicotine stimulus.	GO:0071316
TNF	biological_process	cellular response to interferon-gamma	Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an interferon-gamma stimulus. Interferon gamma is the only member of the type II interferon found so far.	GO:0071346
TNF	biological_process	cellular response to organic cyclic compound	Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an organic cyclic compound stimulus.	GO:0071407
TNF	biological_process	positive regulation of mononuclear cell migration	Any process that increases the rate, frequency or extent of mononuclear cell migration. Mononuclear cell migration is the movement of a mononuclear cell within or between different tissues and organs of the body.	GO:0071677
TNF	biological_process	positive regulation of podosome assembly	Any process that activates or increases the rate or extent of podosome assembly.	GO:0071803
TNF	biological_process	endothelial cell apoptotic process	Any apoptotic process in an endothelial cell. An endothelial cell comprises the outermost layer or lining of anatomical structures and can be squamous or cuboidal.	GO:0072577
TNF	biological_process	protein localization to plasma membrane	A process in which a protein is transported to, or maintained in, a specific location in the plasma membrane.	GO:0072659
TNF	biological_process	negative regulation of oxidative phosphorylation	Any process that decreases the frequency, rate or extent of the chemical reactions and pathways resulting in the phosphorylation of ADP to ATP that accompanies the oxidation of a metabolite through the operation of the respiratory chain. Oxidation of compounds establishes a proton gradient across the membrane, providing the energy for ATP synthesis.	GO:0090324
TNF	biological_process	apoptotic signaling pathway	The series of molecular signals which triggers the apoptotic death of a cell. The pathway starts with reception of a signal, and ends when the execution phase of apoptosis is triggered.	GO:0097190
TNF	biological_process	extrinsic apoptotic signaling pathway	The series of molecular signals in which a signal is conveyed from the cell surface to trigger the apoptotic death of a cell. The pathway starts with either a ligand binding to a cell surface receptor, or a ligand being withdrawn from a cell surface receptor (e.g. in the case of signaling by dependence receptors), and ends when the execution phase of apoptosis is triggered.	GO:0097191
TNF	biological_process	cellular response to toxic substance	Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a toxic stimulus.	GO:0097237
TNF	biological_process	liver regeneration	The regrowth of lost or destroyed liver.	GO:0097421
TNF	biological_process	necroptotic signaling pathway	The series of molecular signals which triggers the necroptotic death of a cell. The pathway starts with reception of a signal, is characterized by activation of receptor-interacting serine/threonine-protein kinase 1 and/or 3 (RIPK1/3, also called RIP1/3), and ends when the execution phase of necroptosis is triggered.	GO:0097527
TNF	biological_process	negative regulation of bile acid secretion	Any process that stops, prevents or reduces the frequency, rate or extent of the controlled release of bile acid from a cell or a tissue.	GO:0120190
TNF	biological_process	response to Gram-negative bacterium	Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus from a Gram-negative bacterium.	GO:0140460
TNF	biological_process	positive regulation of neuroinflammatory response	Any process that activates or increases the frequency, rate or extent of neuroinflammatory response.	GO:0150078
TNF	biological_process	positive regulation of interleukin-33 production	Any process that activates or increases the frequency, rate or extent of interleukin-33 production.	GO:0150129
TNF	biological_process	positive regulation of cytokine production involved in inflammatory response	Any process that activates or increases the frequency, rate or extent of cytokine production involved in inflammatory response.	GO:1900017
TNF	biological_process	negative regulation of amyloid-beta clearance	Any process that stops, prevents or reduces the frequency, rate or extent of amyloid-beta clearance.	GO:1900222
TNF	biological_process	positive regulation of NIK/NF-kappaB signaling	Any process that activates or increases the frequency, rate or extent of NIK/NF-kappaB signaling.	GO:1901224
TNF	biological_process	response to paracetamol	Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a paracetamol stimulus.	GO:1901554
TNF	biological_process	positive regulation of synoviocyte proliferation	Any process that activates or increases the frequency, rate or extent of synoviocyte proliferation.	GO:1901647
TNF	biological_process	positive regulation of superoxide dismutase activity	Any process that activates or increases the frequency, rate or extent of superoxide dismutase activity.	GO:1901671
TNF	biological_process	positive regulation of amyloid-beta formation	Any process that activates or increases the frequency, rate or extent of amyloid-beta formation.	GO:1902004
TNF	biological_process	positive regulation of neutrophil activation	Any process that activates or increases the frequency, rate or extent of neutrophil activation.	GO:1902565
TNF	biological_process	positive regulation of miRNA transcription	Any process that activates or increases the frequency, rate or extent of microRNA (miRNA) gene transcription.	GO:1902895
TNF	biological_process	positive regulation of protein localization to plasma membrane	Any process that activates or increases the frequency, rate or extent of protein localization to plasma membrane.	GO:1903078
TNF	biological_process	regulation of establishment of endothelial barrier	Any process that modulates the frequency, rate or extent of establishment of endothelial barrier.	GO:1903140
TNF	biological_process	positive regulation of oxidative stress-induced neuron death	Any process that activates or increases the frequency, rate or extent of oxidative stress-induced neuron death.	GO:1903223
TNF	biological_process	negative regulation of bicellular tight junction assembly	Any process that stops, prevents or reduces the frequency, rate or extent of tight junction assembly.	GO:1903347
TNF	biological_process	positive regulation of I-kappaB phosphorylation	Any process that activates or increases the frequency, rate or extent of I-kappaB phosphorylation.	GO:1903721
TNF	biological_process	cellular response to amyloid-beta	Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a amyloid-beta stimulus.	GO:1904646
TNF	biological_process	positive regulation of vascular associated smooth muscle cell proliferation	Any process that activates or increases the frequency, rate or extent of vascular smooth muscle cell proliferation.	GO:1904707
TNF	biological_process	positive regulation of leukocyte adhesion to vascular endothelial cell	Any process that activates or increases the frequency, rate or extent of leukocyte adhesion to vascular endothelial cell.	GO:1904996
TNF	biological_process	positive regulation of leukocyte adhesion to arterial endothelial cell	Any process that activates or increases the frequency, rate or extent of leukocyte adhesion to arterial endothelial cell.	GO:1904999
TNF	biological_process	response to 3,3',5-triiodo-L-thyronine	Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a 3,3',5-triiodo-L-thyronine stimulus.	GO:1905242
TNF	biological_process	response to gold nanoparticle	Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a gold nanoparticle stimulus.	GO:1990268
TNF	biological_process	positive regulation of protein localization to cell surface	Any process that activates or increases the frequency, rate or extent of protein localization to the cell surface.	GO:2000010
TNF	biological_process	negative regulation of signaling receptor activity	Any process that stops, prevents or reduces the frequency, rate or extent of a signaling receptor activity.	GO:2000272
TNF	biological_process	positive regulation of blood microparticle formation	Any process that activates or increases the frequency, rate or extent of blood microparticle formation.	GO:2000334
TNF	biological_process	positive regulation of chemokine (C-X-C motif) ligand 2 production	Any process that activates or increases the frequency, rate or extent of chemokine (C-X-C motif) ligand 2 production.	GO:2000343
TNF	biological_process	positive regulation of hepatocyte proliferation	Any process that activates or increases the frequency, rate or extent of hepatocyte proliferation.	GO:2000347
TNF	biological_process	regulation of endothelial cell apoptotic process	Any process that modulates the frequency, rate or extent of endothelial cell apoptotic process.	GO:2000351
TNF	biological_process	regulation of reactive oxygen species metabolic process	Any process that modulates the frequency, rate or extent of reactive oxygen species metabolic process.	GO:2000377
TNF	biological_process	positive regulation of DNA biosynthetic process	Any process that activates or increases the frequency, rate or extent of DNA biosynthetic process.	GO:2000573
TNF	biological_process	negative regulation of apoptotic signaling pathway	Any process that stops, prevents or reduces the frequency, rate or extent of apoptotic signaling pathway.	GO:2001234
TNF	biological_process	positive regulation of extrinsic apoptotic signaling pathway	Any process that activates or increases the frequency, rate or extent of extrinsic apoptotic signaling pathway.	GO:2001238
TNF	biological_process	negative regulation of extrinsic apoptotic signaling pathway in absence of ligand	Any process that stops, prevents or reduces the frequency, rate or extent of extrinsic apoptotic signaling pathway in absence of ligand.	GO:2001240
TNF	biological_process	positive regulation of cysteine-type endopeptidase activity involved in execution phase of apoptosis	Any process that activates or increases the frequency, rate or extent of cysteine-type endopeptidase activity involved in execution phase of apoptosis.	GO:2001272
TNFRSF11B	biological_process	skeletal system development	The process whose specific outcome is the progression of the skeleton over time, from its formation to the mature structure. The skeleton is the bony framework of the body in vertebrates (endoskeleton) or the hard outer envelope of insects (exoskeleton or dermoskeleton).	GO:0001501
TNFRSF11B	molecular_function	cytokine activity	The activity of a soluble extracellular gene product that interacts with a receptor to effect a change in the activity of the receptor to control the survival, growth, differentiation and effector function of tissues and cells.	GO:0005125
TNFRSF11B	molecular_function	protein binding	Binding to a protein.	GO:0005515
TNFRSF11B	cellular_component	extracellular region	The space external to the outermost structure of a cell. For cells without external protective or external encapsulating structures this refers to space outside of the plasma membrane. This term covers the host cell environment outside an intracellular parasite.	GO:0005576
TNFRSF11B	cellular_component	extracellular space	That part of a multicellular organism outside the cells proper, usually taken to be outside the plasma membranes, and occupied by fluid.	GO:0005615
TNFRSF11B	cellular_component	plasma membrane	The membrane surrounding a cell that separates the cell from its external environment. It consists of a phospholipid bilayer and associated proteins.	GO:0005886
TNFRSF11B	biological_process	apoptotic process	A programmed cell death process which begins when a cell receives an internal (e.g. DNA damage) or external signal (e.g. an extracellular death ligand), and proceeds through a series of biochemical events (signaling pathway phase) which trigger an execution phase. The execution phase is the last step of an apoptotic process, and is typically characterized by rounding-up of the cell, retraction of pseudopodes, reduction of cellular volume (pyknosis), chromatin condensation, nuclear fragmentation (karyorrhexis), plasma membrane blebbing and fragmentation of the cell into apoptotic bodies. When the execution phase is completed, the cell has died.	GO:0006915
TNFRSF11B	biological_process	signal transduction	The cellular process in which a signal is conveyed to trigger a change in the activity or state of a cell. Signal transduction begins with reception of a signal (e.g. a ligand binding to a receptor or receptor activation by a stimulus such as light), or for signal transduction in the absence of ligand, signal-withdrawal or the activity of a constitutively active receptor. Signal transduction ends with regulation of a downstream cellular process, e.g. regulation of transcription or regulation of a metabolic process. Signal transduction covers signaling from receptors located on the surface of the cell and signaling via molecules located within the cell. For signaling between cells, signal transduction is restricted to events at and within the receiving cell.	GO:0007165
TNFRSF11B	biological_process	response to nutrient	Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a nutrient stimulus.	GO:0007584
TNFRSF11B	biological_process	response to xenobiotic stimulus	Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus from a xenobiotic, a compound foreign to the organim exposed to it. It may be synthesized by another organism (like ampicilin) or it can be a synthetic chemical.	GO:0009410
TNFRSF11B	biological_process	response to inorganic substance	Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an inorganic substance stimulus.	GO:0010035
TNFRSF11B	biological_process	extracellular matrix organization	A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of an extracellular matrix.	GO:0030198
TNFRSF11B	cellular_component	extracellular matrix	A structure lying external to one or more cells, which provides structural support, biochemical or biomechanical cues for cells or tissues.	GO:0031012
TNFRSF11B	biological_process	response to magnesium ion	Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a magnesium ion stimulus.	GO:0032026
TNFRSF11B	molecular_function	signaling receptor activity	Receiving a signal and transmitting it in the cell to initiate a change in cell activity. A signal is a physical entity or change in state that is used to transfer information in order to trigger a response.	GO:0038023
TNFRSF11B	biological_process	negative regulation of odontogenesis of dentin-containing tooth	Any process that stops, prevents, or reduces the frequency, rate or extent of the formation and development of teeth, the hard, bony appendages which are borne on the jaws, or on other bones in the walls of the mouth or pharynx.	GO:0042489
TNFRSF11B	cellular_component	receptor complex	Any protein complex that undergoes combination with a hormone, neurotransmitter, drug or intracellular messenger to initiate a change in cell function.	GO:0043235
TNFRSF11B	biological_process	response to estrogen	Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of stimulus by an estrogen, C18 steroid hormones that can stimulate the development of female sexual characteristics.	GO:0043627
TNFRSF11B	biological_process	negative regulation of osteoclast differentiation	Any process that stops, prevents, or reduces the frequency, rate or extent of osteoclast differentiation.	GO:0045671
TNFRSF11B	biological_process	negative regulation of bone resorption	Any process that stops, prevents, or reduces the frequency, rate or extent of bone resorption.	GO:0045779
TNFRSF11B	biological_process	response to arsenic-containing substance	Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an arsenic stimulus from compounds containing arsenic, including arsenates, arsenites, and arsenides.	GO:0046685
TNFRSF11B	cellular_component	cellular anatomical entity	A part of a cellular organism that is either an immaterial entity or a material entity with granularity above the level of a protein complex but below that of an anatomical system. Or, a substance produced by a cellular organism with granularity above the level of a protein complex.	GO:0110165
TNFSF15	molecular_function	signaling receptor binding	Binding to one or more specific sites on a receptor molecule, a macromolecule that undergoes combination with a hormone, neurotransmitter, drug or intracellular messenger to initiate a change in cell function.	GO:0005102
TNFSF15	molecular_function	cytokine activity	The activity of a soluble extracellular gene product that interacts with a receptor to effect a change in the activity of the receptor to control the survival, growth, differentiation and effector function of tissues and cells.	GO:0005125
TNFSF15	molecular_function	tumor necrosis factor receptor binding	Binding to a tumor necrosis factor receptor.	GO:0005164
TNFSF15	molecular_function	protein binding	Binding to a protein.	GO:0005515
TNFSF15	cellular_component	extracellular region	The space external to the outermost structure of a cell. For cells without external protective or external encapsulating structures this refers to space outside of the plasma membrane. This term covers the host cell environment outside an intracellular parasite.	GO:0005576
TNFSF15	cellular_component	extracellular space	That part of a multicellular organism outside the cells proper, usually taken to be outside the plasma membranes, and occupied by fluid.	GO:0005615
TNFSF15	cellular_component	plasma membrane	The membrane surrounding a cell that separates the cell from its external environment. It consists of a phospholipid bilayer and associated proteins.	GO:0005886
TNFSF15	biological_process	apoptotic process	A programmed cell death process which begins when a cell receives an internal (e.g. DNA damage) or external signal (e.g. an extracellular death ligand), and proceeds through a series of biochemical events (signaling pathway phase) which trigger an execution phase. The execution phase is the last step of an apoptotic process, and is typically characterized by rounding-up of the cell, retraction of pseudopodes, reduction of cellular volume (pyknosis), chromatin condensation, nuclear fragmentation (karyorrhexis), plasma membrane blebbing and fragmentation of the cell into apoptotic bodies. When the execution phase is completed, the cell has died.	GO:0006915
TNFSF15	biological_process	activation of cysteine-type endopeptidase activity involved in apoptotic process	Any process that initiates the activity of the inactive enzyme cysteine-type endopeptidase in the context of an apoptotic process.	GO:0006919
TNFSF15	biological_process	immune response	Any immune system process that functions in the calibrated response of an organism to a potential internal or invasive threat.	GO:0006955
TNFSF15	biological_process	cell communication	Any process that mediates interactions between a cell and its surroundings. Encompasses interactions such as signaling or attachment between one cell and another cell, between a cell and an extracellular matrix, or between a cell and any other aspect of its environment.	GO:0007154
TNFSF15	biological_process	signal transduction	The cellular process in which a signal is conveyed to trigger a change in the activity or state of a cell. Signal transduction begins with reception of a signal (e.g. a ligand binding to a receptor or receptor activation by a stimulus such as light), or for signal transduction in the absence of ligand, signal-withdrawal or the activity of a constitutively active receptor. Signal transduction ends with regulation of a downstream cellular process, e.g. regulation of transcription or regulation of a metabolic process. Signal transduction covers signaling from receptors located on the surface of the cell and signaling via molecules located within the cell. For signaling between cells, signal transduction is restricted to events at and within the receiving cell.	GO:0007165
TNFSF15	biological_process	activation of NF-kappaB-inducing kinase activity	The stimulation of the activity of NF-kappaB-inducing kinase through phosphorylation at specific residues.	GO:0007250
TNFSF15	cellular_component	membrane	A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it.	GO:0016020
TNFSF15	biological_process	signaling	The entirety of a process in which information is transmitted within a biological system. This process begins with an active signal and ends when a cellular response has been triggered.	GO:0023052
TOX	biological_process	natural killer cell differentiation	The process in which a relatively unspecialized cell acquires the specialized features of a natural killer cell.	GO:0001779
TOX	biological_process	CD4-positive, CD25-positive, alpha-beta regulatory T cell lineage commitment	The process in which a CD4-positive, alpha-beta T cell becomes committed to becoming a CD4-positive, CD25-positive, alpha-beta regulatory T cell.	GO:0002362
TOX	biological_process	NK T cell lineage commitment	The process in which a pro-T cell becomes committed to becoming an NK T cell.	GO:0002364
TOX	biological_process	leukocyte differentiation	The process in which a relatively unspecialized hemopoietic precursor cell acquires the specialized features of a leukocyte. A leukocyte is an achromatic cell of the myeloid or lymphoid lineages capable of ameboid movement, found in blood or other tissue.	GO:0002521
TOX	molecular_function	DNA binding	Any molecular function by which a gene product interacts selectively and non-covalently with DNA (deoxyribonucleic acid).	GO:0003677
TOX	molecular_function	protein binding	Binding to a protein.	GO:0005515
TOX	cellular_component	nucleus	A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent.	GO:0005634
TOX	biological_process	chromatin organization	The assembly or remodeling of chromatin composed of DNA complexed with histones, other associated proteins, and sometimes RNA.	GO:0006325
TOX	biological_process	regulation of transcription by RNA polymerase II	Any process that modulates the frequency, rate or extent of transcription mediated by RNA polymerase II.	GO:0006357
TOX	biological_process	nervous system development	The process whose specific outcome is the progression of nervous tissue over time, from its formation to its mature state.	GO:0007399
TOX	biological_process	positive regulation of neuron projection development	Any process that increases the rate, frequency or extent of neuron projection development. Neuron projection development is the process whose specific outcome is the progression of a neuron projection over time, from its formation to the mature structure. A neuron projection is any process extending from a neural cell, such as axons or dendrites (collectively called neurites).	GO:0010976
TOX	biological_process	cerebral cortex neuron differentiation	The process in which a relatively unspecialized cell acquires specialized features of a neuron residing in the cerebral cortex.	GO:0021895
TOX	biological_process	lymphocyte differentiation	The process in which a relatively unspecialized precursor cell acquires specialized features of a lymphocyte. A lymphocyte is a leukocyte commonly found in the blood and lymph that has the characteristics of a large nucleus, a neutral staining cytoplasm, and prominent heterochromatin.	GO:0030098
TOX	molecular_function	chromatin DNA binding	Binding to DNA that is assembled into chromatin.	GO:0031490
TOX	biological_process	positive regulation of natural killer cell differentiation	Any process that activates or increases the frequency, rate or extent of natural killer cell differentiation.	GO:0032825
TOX	biological_process	CD4-positive, alpha-beta T cell lineage commitment	The process in which an immature T cell becomes committed to becoming a CD4-positive, alpha-beta T cell.	GO:0043373
TOX	biological_process	CD8-positive, alpha-beta T cell lineage commitment	The process in which an immature T cell becomes committed to becoming a CD8-positive, alpha-beta T cell.	GO:0043375
TOX	biological_process	lymph node development	The process whose specific outcome is the progression of lymph nodes over time, from their formation to the mature structure. A lymph node is a round, oval, or bean shaped structure localized in clusters along the lymphatic vessels, with a distinct internal structure including specialized vasculature and B- and T-zones for the activation of lymphocytes.	GO:0048535
TOX	biological_process	Peyer's patch development	The process whose specific outcome is the progression of Peyer's patches over time, from their formation to the mature structure. Peyer's patches are typically found as nodules associated with gut epithelium with distinct internal structures including B- and T-zones for the activation of lymphocytes.	GO:0048541
TOX	biological_process	positive regulation of DNA demethylation	Any process that activates or increases the frequency, rate or extent of DNA demethylation.	GO:1901537
TOX	biological_process	regulation of positive thymic T cell selection	Any process that modulates the frequency, rate or extent of positive thymic T cell selection.	GO:1902232
TOX	biological_process	positive regulation of neural precursor cell proliferation	Any process that activates or increases the frequency, rate or extent of neural precursor cell proliferation.	GO:2000179
TRIM31	molecular_function	transcription coactivator activity	A transcription coregulator activity that activates or increases the transcription of specific gene sets via binding to a DNA-bound DNA-binding transcription factor, either on its own or as part of a complex. Coactivators often act by altering chromatin structure and modifications. For example, one class of transcription coactivators modifies chromatin structure through covalent modification of histones. A second class remodels the conformation of chromatin in an ATP-dependent fashion. A third class modulates interactions of DNA-bound DNA-binding transcription factors with other transcription coregulators. A fourth class of coactivator activity is the bridging of a DNA-binding transcription factor to the general (basal) transcription machinery. The Mediator complex, which bridges sequence-specific DNA binding transcription factors and RNA polymerase, is also a transcription coactivator.	GO:0003713
